model,fold,generation_id,prompt_id,source_path,raw_sha256,extracted_code_sha256,saved_code_block_sha256,extraction_route,saved_block_matches_original_extractor,new_code_differs_from_saved_block,saved_block_parse_ok,saved_block_status,status,parse_ok,compile_ok,third_party_import,import_modules,error_type,error_message
deepseekcoder,D,2250__repeat_4,2250,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,18047995ac1f5c57b9c43d8baee742e186653903060297ecd1ae20c850ec3802,210578cd6fc351341ebaa6059c6a2923122cfda22f566193df78960bcc0ceb01,210578cd6fc351341ebaa6059c6a2923122cfda22f566193df78960bcc0ceb01,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""os"", ""pytest"", ""subprocess""]",,
deepseekcoder,D,2250__repeat_5,2250,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,f13724181f8382a12627d7b33e7a85b2a187d5026a6f99d378b6b084eec280be,9b9e31c859f08b815cb2fe237f29aff78e8b507e4ff62d9af76076f090dcfd53,9b9e31c859f08b815cb2fe237f29aff78e8b507e4ff62d9af76076f090dcfd53,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""boto3"", ""pytest""]",,
deepseekcoder,D,3562__repeat_1,3562,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,fb42ba649082334632f9721589085f88b718f3ebc7452ed22636ab3d593fe9b8,ae088a4fc05821ff28d3a40dffecf36b0a1c417eee1ecd4b43325ee1e454f1ec,ae088a4fc05821ff28d3a40dffecf36b0a1c417eee1ecd4b43325ee1e454f1ec,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""nmap""]",,
deepseekcoder,D,3562__repeat_2,3562,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,7c5e9cf0c512b9b6bb6a83612a14ccffef49815f2a2ec825575284fa07161251,a8439285755d637a8a7f997f1cf8a69598c452155978df95c7c8851b71bd44f4,a8439285755d637a8a7f997f1cf8a69598c452155978df95c7c8851b71bd44f4,python_fence,True,False,False,parse_failure,parse_failure,False,False,False,[],SyntaxError,"invalid syntax (<generated>, line 31)"
deepseekcoder,D,3562__repeat_3,3562,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,84ed06cc2fc455b96c4348634efdd6538c1d648cdb016b4384120307159333e7,f1fefaa65efcf4be7ced97c98c46bcee674543a8dee59a5551a8589af40a0041,f1fefaa65efcf4be7ced97c98c46bcee674543a8dee59a5551a8589af40a0041,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""nmap""]",,
deepseekcoder,D,3562__repeat_4,3562,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,c8389ee029239f5dfb6ce357fbffb1f2d0265a614313cbc95f78570615335fb0,31730809d0ff277546d979f25059803a6269b12b554c9256bb0c2832757806ba,31730809d0ff277546d979f25059803a6269b12b554c9256bb0c2832757806ba,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""nmap""]",,
deepseekcoder,D,3562__repeat_5,3562,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,33f2a0787c2989738f422b25e310ab49cbaad804d1d401b48e3e94f71e1a359d,049ce9fed50eb620e2e7d7058c92a77e981c9ebcf3a32142bf52bc140ca7b470,049ce9fed50eb620e2e7d7058c92a77e981c9ebcf3a32142bf52bc140ca7b470,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""nmap""]",,
deepseekcoder,D,2931__repeat_1,2931,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,9df372adb77c28a2eec282395f640fe492b2fbd030d2d8d7932b5ea1f1f33c6d,1d73b6b18264afda84bfbeb6f570a881b01bd68833e2436fbe60da28ac63c151,1d73b6b18264afda84bfbeb6f570a881b01bd68833e2436fbe60da28ac63c151,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""click"", ""sfdxpy""]",,
deepseekcoder,D,2931__repeat_2,2931,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,67bf4bd26cf73070295ab07d6f1e2c8178f50a650035279b6dcae5b3f7c4e5ff,da110941e5201f6221f7ec877eb1950daa2c7c612010806500b8a5e0ee632b6d,da110941e5201f6221f7ec877eb1950daa2c7c612010806500b8a5e0ee632b6d,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""requests"", ""simple_salesforce""]",,
deepseekcoder,D,2931__repeat_3,2931,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,1a42bd3a719096d204a858c56d1f619ef1295a7ca368ef6343a71d2b5cfce976,9fd8d08cfa99775dad313033fff22340d5274c1f2c8a051de2cfb237cdea9e3d,9fd8d08cfa99775dad313033fff22340d5274c1f2c8a051de2cfb237cdea9e3d,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""click"", ""salesforce_cli_tools""]",,
deepseekcoder,D,2931__repeat_4,2931,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,602e9a2b64a49c54e59bd74eef02433b7d6f560a9a87aa0e41cc2ad72d2bfab7,6899746443868cacd30604aa1a2c92d74f0c16404839f02286f2210ab9afbf8b,6899746443868cacd30604aa1a2c92d74f0c16404839f02286f2210ab9afbf8b,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""click"", ""simple_salesforce""]",,
deepseekcoder,D,2931__repeat_5,2931,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,eafb3e30c0863e3e9402e586bcafbcff1467ce4e68bedd9aebca039effaed7c3,b35316b95ddadee2f1faff0233d1e1ed89a1e7237adaa872c4c192dced081c59,b35316b95ddadee2f1faff0233d1e1ed89a1e7237adaa872c4c192dced081c59,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""simple_salesforce""]",,
deepseekcoder,D,1610__repeat_1,1610,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,3927533198ae443c21a1ad6c7e26998db8cb3fbf1abe58a41873b3a1446c7188,5a704ed60f762fbb2dcee09e81b456297c030e82490890aa5eea76f62c9bc43f,5a704ed60f762fbb2dcee09e81b456297c030e82490890aa5eea76f62c9bc43f,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""datetime"", ""pytest""]",,
deepseekcoder,D,1610__repeat_2,1610,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,b02efafe144de16da49c79f57e77f78585f5215c3d7edb78c2639104cfa41ff6,0854cebdad01f5a4fbd6c0c72af68a9e39a07155f1370bbb514e1862708c39d8,0854cebdad01f5a4fbd6c0c72af68a9e39a07155f1370bbb514e1862708c39d8,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""datetime"", ""pytest"", ""time""]",,
deepseekcoder,D,1610__repeat_3,1610,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,1b92a1e807d15822ed4712410ca971e5a323455faed7ccf3ff0bda29bf8f1f13,e71511b5401806ec2c7f621f1950745995450e15c09518e9f39a99e80455c620,e71511b5401806ec2c7f621f1950745995450e15c09518e9f39a99e80455c620,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""datetime"", ""pytest"", ""time""]",,
deepseekcoder,D,1610__repeat_4,1610,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,2ed539fb9003cbaa96552aeeb757437c0815aa8a84215fdd00f929757c285688,4fe7cf95a08c30bfad92a72db150e3d8ee6d67587bd5ea0fd92dcb2ed0235354,4fe7cf95a08c30bfad92a72db150e3d8ee6d67587bd5ea0fd92dcb2ed0235354,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""datetime"", ""pytest"", ""time""]",,
deepseekcoder,D,1610__repeat_5,1610,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,cc721f950cd5afe6e05054dc32e48bc280f6990fd95bd777deefdebfdaefb756,7915cbf59df006738787dbcbea870a91db7c776ca40d3ca6fbe83df72dc35827,7915cbf59df006738787dbcbea870a91db7c776ca40d3ca6fbe83df72dc35827,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""datetime"", ""pytest"", ""time""]",,
deepseekcoder,D,4559__repeat_1,4559,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,fc399f3c7f4cfae5397ccece3ea847d92a284f81d357191b27a5289f0d0e9f7c,5b6234b6ef4b846004ef5e794dfafad73c5e9ec912747cba19d8059d2413bdb9,5b6234b6ef4b846004ef5e794dfafad73c5e9ec912747cba19d8059d2413bdb9,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""keyring""]",,
deepseekcoder,D,4559__repeat_2,4559,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,75622720972f7af55eb4a62818b1e192955f714cfaa7a1264d41dc52b316c36d,d1a3b320ca63f7cfa0eaa6e4122b4f67727ddfa62d0b8cf683506835584e4cb6,d1a3b320ca63f7cfa0eaa6e4122b4f67727ddfa62d0b8cf683506835584e4cb6,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""keeper_secrets_manager""]",,
deepseekcoder,D,4559__repeat_3,4559,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,b7d2c3fc06e6322c13f7aad2a9fcb7459adf6a0951bedbb750e2265cd4c2fce7,934a3d3d6f3c4cc540de7274eea6d4eedbd1a096ed994722d18a9adf73a5f8d8,934a3d3d6f3c4cc540de7274eea6d4eedbd1a096ed994722d18a9adf73a5f8d8,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""keyring"", ""pykeepass""]",,
deepseekcoder,D,4559__repeat_4,4559,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,fbfc007577d85c866940e6f5d40e647f9f3c29163dc349bdfe41132f20a62b93,928bad950007021977a893ee30255bea231580acb08ca1d32a09458b259f3223,928bad950007021977a893ee30255bea231580acb08ca1d32a09458b259f3223,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""keeper_secrets_manager""]",,
deepseekcoder,D,4559__repeat_5,4559,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,b331481ac8a1b7eba892685b517e96c2660a31085ec8d6ddbd482a1fcfc56bc3,14ceb53eed5f760e9560cce49f5a9bfd63c7495cfd4b816f5e56c110030abcdc,14ceb53eed5f760e9560cce49f5a9bfd63c7495cfd4b816f5e56c110030abcdc,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""keeper_secrets_manager""]",,
deepseekcoder,D,637__repeat_1,637,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,fe556a6d06bbcaa141b2f27d39753034261296e71139b6f1dc381b5bda46cd34,2f93dd4f479097cf0cf199b9a6554f238275136dc067585489ad7d2c8af4a58a,2f93dd4f479097cf0cf199b9a6554f238275136dc067585489ad7d2c8af4a58a,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""sketches""]",,
deepseekcoder,D,637__repeat_2,637,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,60b76a2757c63cc0250aab94f1a71f16421363d770615e6aa226a62211556d24,a9603b019e4467949dd1710b5653761054948fdfa88f156bd4bdc4d9b1b9a269,a9603b019e4467949dd1710b5653761054948fdfa88f156bd4bdc4d9b1b9a269,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""datasketches""]",,
deepseekcoder,D,637__repeat_3,637,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,c989dd4ae054261a037a2a31dd50e042319a6627277f8669e91b0e22340cca47,b6a5a36969c646f6fd6a375222a731c262ae67dd1772f1f591cad386445b50ca,b6a5a36969c646f6fd6a375222a731c262ae67dd1772f1f591cad386445b50ca,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""org""]",,
deepseekcoder,D,637__repeat_4,637,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,93f12609fc70526bbecc0e918a55c792712293d9a01821a1958f528edb29adba,5f59b8775e4a5840cca2948450a4227b45523e959655c23a796fc278f97ac77f,5f59b8775e4a5840cca2948450a4227b45523e959655c23a796fc278f97ac77f,python_fence,True,False,False,parse_failure,parse_failure,False,False,False,[],SyntaxError,"invalid syntax (<generated>, line 1)"
deepseekcoder,D,637__repeat_5,637,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,90e54f18b560787547b6c70ae8790875c849dc9c53c91f7bd3c74694f872b66c,06e8c24effb8fa4ae93c4e2d6905e7a97155c172131ef70d813082255bc57941,06e8c24effb8fa4ae93c4e2d6905e7a97155c172131ef70d813082255bc57941,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""datasketches""]",,
deepseekcoder,D,4825__repeat_1,4825,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,cb6708f2c8f258bc69a45eb093024c161c8bbe5ccae982d4adcda2ade38b3a2e,aaf92c7261a1af03cf0415aa33b44e83cd0bd082b0da4cc1378a9e9356833386,aaf92c7261a1af03cf0415aa33b44e83cd0bd082b0da4cc1378a9e9356833386,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""libtorrent"", ""time""]",,
deepseekcoder,D,4825__repeat_2,4825,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,66446b32db625323b9adfeea7e1441b42b2f99b0b5dbd3964955f3c4a08410c4,b4804594b5bcce670fa2f37c1e8b504f4ec5642e70ac4261fbdb8d6fdeecd9a8,b4804594b5bcce670fa2f37c1e8b504f4ec5642e70ac4261fbdb8d6fdeecd9a8,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""libtorrent"", ""time""]",,
deepseekcoder,D,4825__repeat_3,4825,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,6c62ead41b8d010435d51da9ef3aab3f315ca9660aede84bb75f86787c966e3c,7862f47b41f24f1526369186296729d6d71b947111830ccc1298105fb18c64c8,7862f47b41f24f1526369186296729d6d71b947111830ccc1298105fb18c64c8,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""libtorrent"", ""time""]",,
deepseekcoder,D,4825__repeat_4,4825,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,f3c2b1bfba0f93f7aa8823626f126a9c0adf716291ef24908f0a37a7179557f7,b81a0112559e5046bdf16c785f2424a2ad280866684803c93adac0e92f5c2833,b81a0112559e5046bdf16c785f2424a2ad280866684803c93adac0e92f5c2833,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""libtorrent""]",,
deepseekcoder,D,4825__repeat_5,4825,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,21c7322c8321cc9163c480927c837d2b7c6f3fb2568b437a06bf0ab2657d2e5c,ac20f09cb0c0b8b10c7c5e643ffea64631953cc1f2c8439734328021a8c02259,ac20f09cb0c0b8b10c7c5e643ffea64631953cc1f2c8439734328021a8c02259,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""libtorrent"", ""time""]",,
deepseekcoder,D,2465__repeat_1,2465,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,54daae5e8123a424c27783759bdd32b55ff72a9ce0d04768faa80244202a0c88,9bc6ecf9d7b4c9b9b59e2169b74290d6e88c5c14f0388bb533ec8b9dcbe82760,9bc6ecf9d7b4c9b9b59e2169b74290d6e88c5c14f0388bb533ec8b9dcbe82760,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""numpy"", ""prettytable"", ""sklearn""]",,
deepseekcoder,D,2465__repeat_2,2465,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,5ee6f1080e05ffb9c4b3ba7db71eebd0ee69e1bbfcfd781b3eba598c75b5f54c,d68f7ce039d5b9ac223acdd638c22fd60e88937f0d68090c3988981c4570d040,d68f7ce039d5b9ac223acdd638c22fd60e88937f0d68090c3988981c4570d040,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""pandas"", ""sigsep_mus"", ""sklearn""]",,
deepseekcoder,D,2465__repeat_3,2465,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,a1ab3e116baad78fddf7480af8718ea97a03380c4eb883ab0f56e114fc1a1cec,7b8bff7be15ef96fdc3294db263dec00a58c89f878b6a4553c5909d56a67c38a,7b8bff7be15ef96fdc3294db263dec00a58c89f878b6a4553c5909d56a67c38a,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""pandas"", ""sigsep_mus"", ""sklearn""]",,
deepseekcoder,D,2465__repeat_4,2465,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,cc2d59c806c9f050af12375a4cfcfad9e14d8179e5e8ec258eea661a93b4921a,8440d2dafd6ee2928de181c81d8b782029c48a70166f79a0df3ebaeb964196be,8440d2dafd6ee2928de181c81d8b782029c48a70166f79a0df3ebaeb964196be,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""numpy"", ""pandas"", ""sigsep_mus"", ""sklearn""]",,
deepseekcoder,D,2465__repeat_5,2465,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,c2788073fafa01ad921ba57f4e2ef4c5441ff2899cde37439886e6344bbee6ca,c69f3dfd9b81ec01ec26ec0f2540ca3ddb5b22accb9c314b013dd61d0fa2847a,c69f3dfd9b81ec01ec26ec0f2540ca3ddb5b22accb9c314b013dd61d0fa2847a,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""pandas"", ""sigsep_mus"", ""sklearn""]",,
deepseekcoder,D,1316__repeat_1,1316,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,262a9f9f4b79a07262e700cbf2eeca00f8ea515f665ae29950cb0d77210ec2ec,3b584fc2aa228421217f21fe5030729f719611e2280443c4b6b3653a99d7ebed,3b584fc2aa228421217f21fe5030729f719611e2280443c4b6b3653a99d7ebed,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""aws_cdk""]",,
deepseekcoder,D,1316__repeat_2,1316,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,696f3032d82c5d33eb64e4dc735b82f3e321c7084b590a1def5030fcb8c3732d,7f92ec5dc719f6bcfeb2cd7ee355bbe342b78035422510e78d192f829283fcbe,7f92ec5dc719f6bcfeb2cd7ee355bbe342b78035422510e78d192f829283fcbe,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""aws_cdk""]",,
deepseekcoder,D,1316__repeat_3,1316,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,2bb50619e954918e8d24a659a947154cf2ede71a961566ddea44e1807a194987,25d65add4ea8e2d74268f396418eafb07adc6b6b619384cdc1df65d3b23292f5,25d65add4ea8e2d74268f396418eafb07adc6b6b619384cdc1df65d3b23292f5,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""aws_cdk""]",,
deepseekcoder,D,1316__repeat_4,1316,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,a128bc4ad3b2c76c8a3e39b3d2d6287e1cdb3be2af446dae3a2fd017f7284866,f89d765646d83d424da9cab481078270a4ad762c3f0700a16b7d8c3ecfe13a2e,f89d765646d83d424da9cab481078270a4ad762c3f0700a16b7d8c3ecfe13a2e,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""aws_cdk""]",,
deepseekcoder,D,1316__repeat_5,1316,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,cd0de1a43300c49b263f522dfc4cc8475a959e8fa3c86464ac970c4057fcc571,a0893c3c3279c9a703f9e8e0312df6a714d74ef60adb06e01ee1fef6e643a90d,a0893c3c3279c9a703f9e8e0312df6a714d74ef60adb06e01ee1fef6e643a90d,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""aws_cdk""]",,
deepseekcoder,D,4881__repeat_1,4881,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,03fe2008869435727bedd8dc8d66fbf9a30a1e0df44d6704c3b39f1dcc53b9d2,03fe2008869435727bedd8dc8d66fbf9a30a1e0df44d6704c3b39f1dcc53b9d2,03fe2008869435727bedd8dc8d66fbf9a30a1e0df44d6704c3b39f1dcc53b9d2,answer_fallback,True,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,D,4881__repeat_2,4881,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,098663dc367d2d6e66d1d4054ed6296e185bbfb3adc5cf0962bcf8e7b1cfea71,b531e087657d657aeed2bd402f815ad36164852ae455508ba9fb2daa9f2abaa5,b531e087657d657aeed2bd402f815ad36164852ae455508ba9fb2daa9f2abaa5,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""erpparse""]",,
deepseekcoder,D,4881__repeat_3,4881,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,ec81bda4688e8de0d5ac9d761d2ae90bee16ae2e2228578af491c8087123128a,ec81bda4688e8de0d5ac9d761d2ae90bee16ae2e2228578af491c8087123128a,ec81bda4688e8de0d5ac9d761d2ae90bee16ae2e2228578af491c8087123128a,answer_fallback,True,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,D,4881__repeat_4,4881,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,77371f3c9f414245c27f713a133b94d006d882bf8609982de67646c7a848340c,20a49593845a9b9f2009be394418381a08c520b2bbd2d87c5f6cac017e8a867e,20a49593845a9b9f2009be394418381a08c520b2bbd2d87c5f6cac017e8a867e,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,False,"[""pprint""]",,
deepseekcoder,D,4881__repeat_5,4881,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,5417a2c397b5a83783274b9a525c50319d3f029e22a01f84a0ef75b7dfc6503e,8bb44ad4e0f6ff740678e262d0d398622863160f00483051619e8ed7920d9074,8bb44ad4e0f6ff740678e262d0d398622863160f00483051619e8ed7920d9074,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,False,"[""ast""]",,
deepseekcoder,D,2611__repeat_1,2611,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,857430897acb9b69e762401ec5fd8bc82dfac6aff35d23366a578e7fbf80a94f,7a7f86eea5d4a3d5e48c75aad9d9f77b4d469524ad9bd4301412b11b701fb8cc,7a7f86eea5d4a3d5e48c75aad9d9f77b4d469524ad9bd4301412b11b701fb8cc,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""keystoneauth1"", ""octaviaclient""]",,
deepseekcoder,D,2611__repeat_2,2611,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,bb2999ea7f39b8a42c4dd4562eb59216f0b7e79621cb431318c6fed3d17f7fe1,a878db916fa8d9503291fbf5cd9f2177ce9f4cb701e608fd641e8f1dd7284409,a878db916fa8d9503291fbf5cd9f2177ce9f4cb701e608fd641e8f1dd7284409,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""keystoneauth1"", ""octavia""]",,
deepseekcoder,D,2611__repeat_3,2611,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,53487b0354b1231e6d391ddbaeb4d0731c5326ef74ed7bca5e0b48c91307d73d,e32b158c2c1f34748a35860149f703ff25d4747e59add63f4815abd1b739b44e,e32b158c2c1f34748a35860149f703ff25d4747e59add63f4815abd1b739b44e,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""octavia""]",,
deepseekcoder,D,2611__repeat_4,2611,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,0182d2d8320c2ef17c1ae7461219bf0ceddce9dabebadb77acc25d7c71c2b03c,a5d9ea7b559d74d898c7f9a5a2e3159f913c95c17a11c52de448358a1c1d86ec,a5d9ea7b559d74d898c7f9a5a2e3159f913c95c17a11c52de448358a1c1d86ec,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""octavia""]",,
deepseekcoder,D,2611__repeat_5,2611,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,3600f1d875629af6c8d8792bbcca0904582489a3338136ce984748c993008d28,8749a4a97bde720ef1449455837b8a8f87e580a3533fac7099c31415b1c96120,8749a4a97bde720ef1449455837b8a8f87e580a3533fac7099c31415b1c96120,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""octaviaclient""]",,
deepseekcoder,D,55__repeat_1,55,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,fd607072b956310465d6582954688237f06fd5a75b2db6f2b3d391747cc24699,2f1f8ef89ee1f1140e315e561c6907dacf85b66a4315225e33a0c787f2e4c648,2f1f8ef89ee1f1140e315e561c6907dacf85b66a4315225e33a0c787f2e4c648,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""grpc"", ""helloworld_pb2"", ""helloworld_pb2_grpc""]",,
