model,method,fold,generation_id,prompt_id,question_sha256,source_path,code_sha256,code_chars,extraction_route,differs_from_archived_code_block,saved_block_matches_original_extractor,archived_parse_ok,archived_status,status,parse_ok,compile_ok,third_party_import,import_modules,error_type,error_message
deepseekcoder,Base,,4386__repeat_1,4386,73317c13f6bfa4cc6a0439efe680c1b468cb9dd7ce78c664de4430b2353f478e,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,f4d1a20a645ce26d07b1931cfb3acd8dcf618f6bd8529676cc7373c2befedfb5,513,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""tensorflow""]",,
deepseekcoder,Base,,4386__repeat_2,4386,73317c13f6bfa4cc6a0439efe680c1b468cb9dd7ce78c664de4430b2353f478e,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,4f22cf471de90940c3396f203f34f5f1318bb66bffafd84c7ff7b71986062933,624,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""cv2"", ""tensorflow""]",,
deepseekcoder,Base,,4386__repeat_3,4386,73317c13f6bfa4cc6a0439efe680c1b468cb9dd7ce78c664de4430b2353f478e,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,18d3d9341f4cc1cfb4bb4673c976d1b1828fc851356628c22c391d4033f45d17,1183,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""cv2"", ""tensorflow""]",,
deepseekcoder,Base,,4386__repeat_4,4386,73317c13f6bfa4cc6a0439efe680c1b468cb9dd7ce78c664de4430b2353f478e,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,f1b99ac2146cd7b69b786d2c20717499ec0f9e5962bc94f8847334bbe5b80632,1264,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""torch"", ""torchvision""]",,
deepseekcoder,Base,,4386__repeat_5,4386,73317c13f6bfa4cc6a0439efe680c1b468cb9dd7ce78c664de4430b2353f478e,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,c684aa3e63c5327ee460316b7645945b565264b173d353367fc54063885bf9d6,1244,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""cv2"", ""tensorflow""]",,
deepseekcoder,Base,,4117__repeat_1,4117,14bef6f1735f15628f7b18cf281c718bf16f6f565269cf09f970e250ad0d4657,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,18c76a60cf1e5f16d34922fc8798628cd39921db0b412ea1694004df606a1f18,804,python_fence,False,True,True,compile_failure,compile_failure,True,False,True,"[""opentelemetry"", ""tortoise""]",SyntaxError,"'await' outside function (<generated>, line 19)"
deepseekcoder,Base,,4117__repeat_2,4117,14bef6f1735f15628f7b18cf281c718bf16f6f565269cf09f970e250ad0d4657,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,d8895d32bf161412b155119bae6be5529a03d2e93a38e643c5ce27d9efff4b08,1052,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""opentelemetry"", ""tortoise""]",,
deepseekcoder,Base,,4117__repeat_3,4117,14bef6f1735f15628f7b18cf281c718bf16f6f565269cf09f970e250ad0d4657,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,39d59c8a1750a0c6846a49f9cdc2a64bb5bd40d418a341787d281e69054f3bf4,684,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""opentelemetry"", ""tortoise""]",,
deepseekcoder,Base,,4117__repeat_4,4117,14bef6f1735f15628f7b18cf281c718bf16f6f565269cf09f970e250ad0d4657,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,a8fcc59d8bbebf2c3effaca4119ebaf78f8505131a27f9228da328fc6756dff0,1724,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""opentelemetry"", ""tortoise""]",,
deepseekcoder,Base,,4117__repeat_5,4117,14bef6f1735f15628f7b18cf281c718bf16f6f565269cf09f970e250ad0d4657,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,d0acf5ed6877cf3ad7b68148cc56dd96b3ec596e17490ff61ca359cd8aff96fd,1671,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""opentelemetry"", ""tortoise""]",,
deepseekcoder,Base,,446__repeat_1,446,5a1e06ee5f377e47b99c3b6c80273bf254602f7fe226d192b0a83697d1d1e795,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,3a4d7770a5700d5fa2f126decbc6925767b621137134dd29de197317154c1c84,445,python_fence,False,True,False,parse_failure,parse_failure,False,False,False,[],SyntaxError,"invalid syntax (<generated>, line 23)"
deepseekcoder,Base,,446__repeat_2,446,5a1e06ee5f377e47b99c3b6c80273bf254602f7fe226d192b0a83697d1d1e795,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,76fd82ea0015f259eb27e40c777caa35b2172863699c505fc611d23113e68ed7,356,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""requests_ntlm""]",,
deepseekcoder,Base,,446__repeat_3,446,5a1e06ee5f377e47b99c3b6c80273bf254602f7fe226d192b0a83697d1d1e795,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,fdaaf466d34bcb10a4f008997346cbf175c99297f61243109d28af9ab5be8f34,552,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""base64"", ""requests"", ""requests_ntlm""]",,
deepseekcoder,Base,,446__repeat_4,446,5a1e06ee5f377e47b99c3b6c80273bf254602f7fe226d192b0a83697d1d1e795,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,414648755d6d6660bf0f228cea0fe2fecd90e37cbddf33198bdf7962a2bbb4bd,1209,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""base64"", ""ntlm"", ""requests_ntlm""]",,
deepseekcoder,Base,,446__repeat_5,446,5a1e06ee5f377e47b99c3b6c80273bf254602f7fe226d192b0a83697d1d1e795,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,e4a5103ed3cd32896df106a418122648bb482bfc059fc751f8d2454ea8757cc0,561,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""flask"", ""requests"", ""requests_ntlm""]",,
deepseekcoder,BOUND,A,270__repeat_1,270,48bd47c243d50276c8f5c3f0b33be5388465fb9e50e404ca26c1798d577325ab,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,1d21cc1fdaf8163676b7d6d398373f51228e306ce1ea0e226b1e08b2e49faefc,756,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""matplotlib"", ""pandas"", ""requests""]",,
deepseekcoder,BOUND,A,270__repeat_2,270,48bd47c243d50276c8f5c3f0b33be5388465fb9e50e404ca26c1798d577325ab,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,546da15dfd5ad8ab6c9f3f85bff7f2086ecba2920ac7e6557f740cd03452ec77,857,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""buildkite"", ""matplotlib"", ""pandas"", ""requests""]",,
deepseekcoder,BOUND,A,270__repeat_3,270,48bd47c243d50276c8f5c3f0b33be5388465fb9e50e404ca26c1798d577325ab,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,76b3d149a7be49d8be9765c41d4d66d50458555cb0da171fcb6d5e9841fe8711,745,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""matplotlib"", ""pandas"", ""requests""]",,
deepseekcoder,BOUND,A,270__repeat_4,270,48bd47c243d50276c8f5c3f0b33be5388465fb9e50e404ca26c1798d577325ab,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,986f5cfcc6d3f64ea2563b47be9938ace8ed8313190d34dcac16ded20a1ae14c,838,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""matplotlib"", ""pandas"", ""requests"", ""seaborn""]",,
deepseekcoder,BOUND,A,270__repeat_5,270,48bd47c243d50276c8f5c3f0b33be5388465fb9e50e404ca26c1798d577325ab,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,b64e32415b03802f7bf1b68483f967b9b64e739568bc8161aea49ac58218a93e,1676,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""matplotlib"", ""pandas"", ""requests"", ""seaborn""]",,
deepseekcoder,BOUND,A,4126__repeat_1,4126,8e771367e6f659b832501cb429080cf45b713a8af6a2c5a9252065908d1a1af8,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,bb60d1ff431f8c137354cff5cdb3683529fd2b41ac04d0291211fe3b6656df36,1087,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""pythonvlc"", ""rtplib"", ""sip""]",,
deepseekcoder,BOUND,A,4126__repeat_2,4126,8e771367e6f659b832501cb429080cf45b713a8af6a2c5a9252065908d1a1af8,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,ff8cd70b9c742925107a774e27a8164f6b34191e75bc8cba8cdbe696196f60a0,585,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""sip""]",,
deepseekcoder,BOUND,A,4126__repeat_3,4126,8e771367e6f659b832501cb429080cf45b713a8af6a2c5a9252065908d1a1af8,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,b359030f9e2c1552eca99a9c4ddbfb60fea0743763559a76a2e11e14a7e2078c,1416,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""aioice"", ""twisted""]",,
deepseekcoder,BOUND,A,4126__repeat_4,4126,8e771367e6f659b832501cb429080cf45b713a8af6a2c5a9252065908d1a1af8,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,952df4423821e97c58fd87f2d4bdaa906c6906b1f56a16fa3570f20818d3dae0,818,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""rtp"", ""sip"", ""socket""]",,
deepseekcoder,BOUND,A,4126__repeat_5,4126,8e771367e6f659b832501cb429080cf45b713a8af6a2c5a9252065908d1a1af8,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,0c05c5c10374fd703a34e0c0cd0fb3082cf4c57ffed06650c976cf5a3e7fbcf8,1759,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""pjsua"", ""pyaudio"", ""pyav""]",,
deepseekcoder,BOUND,A,2845__repeat_1,2845,43429b421d2212d294bad75f7a342a03f9cb7b70d3d0ae0ddee8e42bf57efeff,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,d915aaf37e2f020640091a45dcf07b1cfba73ecfc5648020eab400959076bfdf,679,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""pylabelstudio""]",,
deepseekcoder,BOUND,A,2845__repeat_2,2845,43429b421d2212d294bad75f7a342a03f9cb7b70d3d0ae0ddee8e42bf57efeff,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,284211ef38350ea4f7cca56064421966d131577c930770ff58706d818700b920,1649,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""PyQt5"", ""label_studio_tools""]",,
deepseekcoder,BOUND,A,2845__repeat_3,2845,43429b421d2212d294bad75f7a342a03f9cb7b70d3d0ae0ddee8e42bf57efeff,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,85391cfbda8e3bf531cd7cb32b368529e810e82223f1c00f8c55e35ebfd3691a,1226,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""pylabelstudio""]",,
deepseekcoder,BOUND,A,2845__repeat_4,2845,43429b421d2212d294bad75f7a342a03f9cb7b70d3d0ae0ddee8e42bf57efeff,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,a87d293be3b876b101c7b85228e70203ad81c74c18d042047569ec4574a1431b,1687,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""PyQt5"", ""pylabelstudio""]",,
deepseekcoder,BOUND,A,2845__repeat_5,2845,43429b421d2212d294bad75f7a342a03f9cb7b70d3d0ae0ddee8e42bf57efeff,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,c6da2d9466f28630b1c41412d6f44004f14874fe81cea6a2d9ea96cf5f4e751b,1115,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""label_studio_sdk""]",,
deepseekcoder,BOUND,A,782__repeat_1,782,3ecc068fc1d2742a259f5c10ac8c57d35f9564f379140016825ea96784549629,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,9ca361e9656084b696846da51f6f8cd2e5395397cd4f358caf770a4fef76e5a7,2301,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""ibm_cloud_platform_services"", ""ibm_cloud_sdk_core""]",,
deepseekcoder,BOUND,A,782__repeat_2,782,3ecc068fc1d2742a259f5c10ac8c57d35f9564f379140016825ea96784549629,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,9f6e5e7cc16ec6043008b541a784613bda80682d62ff61c207c31c72af7ee2f0,2207,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""ibm_cloud_sdk_core"", ""ibm_vpc""]",,
deepseekcoder,BOUND,A,782__repeat_3,782,3ecc068fc1d2742a259f5c10ac8c57d35f9564f379140016825ea96784549629,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,44cee762139a08c802734b65d0d863e84c8e959f27bfd7714b6f196c5c2f48ba,1711,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""ibm_cloud_sdk_core"", ""ibm_cos"", ""ibm_vpc"", ""json"", ""os""]",,
deepseekcoder,BOUND,A,782__repeat_4,782,3ecc068fc1d2742a259f5c10ac8c57d35f9564f379140016825ea96784549629,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,babe88f19d176274898c0ef81f280c9cf674b4f243e52fdad22ec72f14052ca3,1129,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""ibm_cloud_platform_services"", ""ibm_cloud_sdk_core"", ""os""]",,
deepseekcoder,BOUND,A,782__repeat_5,782,3ecc068fc1d2742a259f5c10ac8c57d35f9564f379140016825ea96784549629,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,c9ab70b224836257c1e12b3a934198ecf9244ed30342f51138c4072bfd266392,2810,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""ibm_cloud_sdk_core"", ""ibm_platform_services"", ""os""]",,
deepseekcoder,BOUND,A,3302__repeat_1,3302,e410def75336fa585b69c669fbc0038c96a9d6e87f30ab6a7e2952ce692d4538,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,293136ad9ebc168486be5e4b2c6aa9ef13bce0ba032bf026d902962ea1ce037a,391,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""PIL"", ""ome_tiff""]",,
deepseekcoder,BOUND,A,3302__repeat_2,3302,e410def75336fa585b69c669fbc0038c96a9d6e87f30ab6a7e2952ce692d4538,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,9d61b91d9546b3413c33b4205bfaf870e57629c0cd0db74f445802bcb68e85d9,779,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""PIL"", ""numpy"", ""tifffile""]",,
deepseekcoder,BOUND,A,3302__repeat_3,3302,e410def75336fa585b69c669fbc0038c96a9d6e87f30ab6a7e2952ce692d4538,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,a6d904920efc527b8c9ff7917974f189884d1c5a523b4e9d3677865385f8b277,540,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""PIL"", ""numpy"", ""ometiff""]",,
deepseekcoder,BOUND,A,3302__repeat_4,3302,e410def75336fa585b69c669fbc0038c96a9d6e87f30ab6a7e2952ce692d4538,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,cdf2245b838728118a4c71ee0b6a195ade6ed45d9df187d95a89fbcd6c689501,509,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""PIL"", ""numpy"", ""ome_tiff_library""]",,
deepseekcoder,BOUND,A,3302__repeat_5,3302,e410def75336fa585b69c669fbc0038c96a9d6e87f30ab6a7e2952ce692d4538,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,8f94e1a993eed63d860155c1b968ca36045c8bec3188437ff926a0a4ca1bcbd5,451,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""PIL"", ""ometiff""]",,
deepseekcoder,BOUND,A,3063__repeat_1,3063,56dcdd82ff9e3ab2ca9c1d084c9f579e0ae1b45cd28e3b680d6c10e5bdd51ed9,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,afbc0a8ec2441d0dba673dd01fd5415b0cbd17a67b33a6f86ab9f7f6fc49465e,147,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""dapr""]",,
deepseekcoder,BOUND,A,3063__repeat_2,3063,56dcdd82ff9e3ab2ca9c1d084c9f579e0ae1b45cd28e3b680d6c10e5bdd51ed9,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,0856abd68f66cfb8164654a31cf0136f67762d7b7d96d87015d50f41ef827027,173,python_fence,False,True,False,parse_failure,parse_failure,False,False,False,[],IndentationError,"expected an indented block after 'with' statement on line 5 (<generated>, line 7)"
deepseekcoder,BOUND,A,3063__repeat_3,3063,56dcdd82ff9e3ab2ca9c1d084c9f579e0ae1b45cd28e3b680d6c10e5bdd51ed9,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,d94c83b5e98d53f75a91154d8932e7b40cf99ce9e9d60689dcdbf5ff8ccb1c55,137,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""dapr""]",,
deepseekcoder,BOUND,A,3063__repeat_4,3063,56dcdd82ff9e3ab2ca9c1d084c9f579e0ae1b45cd28e3b680d6c10e5bdd51ed9,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,063fb8e6439ea0cc32f57a095aa97e3b41f3af67f4073e8b799476aa43679b33,143,python_fence,False,True,False,parse_failure,parse_failure,False,False,False,[],IndentationError,"expected an indented block after 'with' statement on line 4 (<generated>, line 5)"
deepseekcoder,BOUND,A,3063__repeat_5,3063,56dcdd82ff9e3ab2ca9c1d084c9f579e0ae1b45cd28e3b680d6c10e5bdd51ed9,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,3bb2b140bcef22754d813a942713fc089d9d270c9103d738c94940698dd424be,122,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""dapr""]",,
deepseekcoder,BOUND,A,2000__repeat_1,2000,15d4d1d1ff184816c0bf44570498227e76bf969389bb9a2fe1b0c4227cd59c25,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,8ec9514d4343899800b8c4eb822d91d8ceeb426ca79949ebc593c0256572c3dc,1322,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""ShazamKit"", ""os"", ""speech_recognition""]",,
deepseekcoder,BOUND,A,2000__repeat_2,2000,15d4d1d1ff184816c0bf44570498227e76bf969389bb9a2fe1b0c4227cd59c25,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,3caed6cc5ffcf626bda136a72e8576f1baf2b8bb19fffbf2f6e4c259719c5d16,1377,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""shazamkit""]",,
deepseekcoder,BOUND,A,2000__repeat_3,2000,15d4d1d1ff184816c0bf44570498227e76bf969389bb9a2fe1b0c4227cd59c25,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,cd5f8511c4ce384a6cfdcd64a4ef598786c1b4eaa5de6e00fd8579dcc285b8a9,967,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""spotipy""]",,
deepseekcoder,BOUND,A,2000__repeat_4,2000,15d4d1d1ff184816c0bf44570498227e76bf969389bb9a2fe1b0c4227cd59c25,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,4e406482c97e52264233ae741c0effdfd61529e278b95ae3e81ef579fb4842c9,580,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""musicbrainzngs""]",,
deepseekcoder,BOUND,A,2000__repeat_5,2000,15d4d1d1ff184816c0bf44570498227e76bf969389bb9a2fe1b0c4227cd59c25,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,b82cb83ef0f6eb157febc0e881007e359608a3c26f9345ed47a152c442dbb20b,1088,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""shazamio""]",,
deepseekcoder,BOUND,A,2347__repeat_1,2347,39a00935bc98587142c5c0922d6654de1e3b6973a3af36233b73b5b114d5d498,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,9951fb61c979b3666399071ab7e8dfa099ac0ae21e4ddc383e9413a0eb3678a4,200,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""numpy"", ""pandas"", ""pyopencl"", ""sklearn""]",,
deepseekcoder,BOUND,A,2347__repeat_2,2347,39a00935bc98587142c5c0922d6654de1e3b6973a3af36233b73b5b114d5d498,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,993d1a6979d6c9cb28e7ce9d22c3286e1e6215e7fa12d343fa13e4a7709c17e4,594,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""numpy"", ""pycuda"", ""pyopencl"", ""sklearn""]",,
deepseekcoder,BOUND,A,2347__repeat_3,2347,39a00935bc98587142c5c0922d6654de1e3b6973a3af36233b73b5b114d5d498,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,a6e1b12ceae0111742407f6ba7eae0508086c53296be5d88e939b324887e56fd,320,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""numpy"", ""pandas"", ""pyopencl"", ""sklearn""]",,
deepseekcoder,BOUND,A,2347__repeat_4,2347,39a00935bc98587142c5c0922d6654de1e3b6973a3af36233b73b5b114d5d498,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,694dfaac598890281c4ddb83396c5910aad24d5590feed727d5796cd4e58a023,218,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""numpy"", ""pyopencl"", ""sklearn""]",,
deepseekcoder,BOUND,A,2347__repeat_5,2347,39a00935bc98587142c5c0922d6654de1e3b6973a3af36233b73b5b114d5d498,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,334e05854d425d074c5cc4f1ffaab3b1ff08e0fdad5053c579548fccbb80b4d0,639,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""cupy"", ""numpy"", ""pyopencl"", ""sklearn""]",,
deepseekcoder,BOUND,A,59__repeat_1,59,06c311562990db5caa6f964c11857faffe4a759d10d36eb808a5c0d25636e493,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,70da09e106639dbdeae946d503e9cba30d3302323d16e3b37ba9928ae16c5648,686,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""cudatech"", ""cupy"", ""matplotlib"", ""numpy"", ""time""]",,
deepseekcoder,BOUND,A,59__repeat_2,59,06c311562990db5caa6f964c11857faffe4a759d10d36eb808a5c0d25636e493,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,00e5e7c9ef5907192334df405dfbffcc307ced81172462356a9114611d1a6c39,914,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""cupy"", ""matplotlib"", ""numpy"", ""time""]",,
deepseekcoder,BOUND,A,59__repeat_3,59,06c311562990db5caa6f964c11857faffe4a759d10d36eb808a5c0d25636e493,BOUND_rebuttal/replication package/BOUND/results/paper/cross_task_generalization/deepseekcoder/BOUND/fold_A/bound/cross_task_case_grouped.jsonl,5fe5e969e38d989fdd2d65c5f4c60e4fa21342f4aecb390cc57b3b326d814dcc,1239,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""matplotlib"", ""numpy"", ""pycuda"", ""time""]",,
