model,method,fold,generation_id,prompt_id,extraction,ast_status,tokenizer_error,import_paths,local_paths,resolved_distributions,unresolved_imports,unknown_date_paths,original_mapper_output,original_valid,original_hallucinated,audited_valid,audited_hallucinated,mapping_known,mapping_correct,label_known,label_agree,known_valid_count,known_hall_count,unknown_count
deepseekcoder,ROME,A,2364__repeat_1,2364,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,2364__repeat_2,2364,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,2364__repeat_3,2364,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,,[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,2364__repeat_4,2364,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,2364__repeat_5,2364,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,2250__repeat_1,2250,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,2250__repeat_2,2250,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,2250__repeat_3,2250,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,2250__repeat_4,2250,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,2250__repeat_5,2250,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,3562__repeat_1,3562,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,3562__repeat_2,3562,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,3562__repeat_3,3562,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,3562__repeat_4,3562,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,3562__repeat_5,3562,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,,[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,2931__repeat_1,2931,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,2931__repeat_2,2931,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,,[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,2931__repeat_3,2931,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,2931__repeat_4,2931,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,2931__repeat_5,2931,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line string', (1, 1590))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,1610__repeat_1,1610,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,1610__repeat_2,1610,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,1610__repeat_3,1610,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,,[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,1610__repeat_4,1610,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line string', (1, 2119))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,1610__repeat_5,1610,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,4559__repeat_1,4559,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,4559__repeat_2,4559,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,4559__repeat_3,4559,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,4559__repeat_4,4559,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,4559__repeat_5,4559,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,637__repeat_1,637,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,637__repeat_2,637,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,637__repeat_3,637,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,637__repeat_4,637,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,637__repeat_5,637,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,,[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,4825__repeat_1,4825,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,4825__repeat_2,4825,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line string', (1, 8075))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,4825__repeat_3,4825,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,4825__repeat_4,4825,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,4825__repeat_5,4825,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,2465__repeat_1,2465,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,2465__repeat_2,2465,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,2465__repeat_3,2465,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,,[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,2465__repeat_4,2465,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,2465__repeat_5,2465,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,1316__repeat_1,1316,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,1316__repeat_2,1316,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,1316__repeat_3,1316,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,1316__repeat_4,1316,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line string', (1, 6410))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,1316__repeat_5,1316,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,,[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,4881__repeat_1,4881,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,4881__repeat_2,4881,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,4881__repeat_3,4881,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,4881__repeat_4,4881,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,4881__repeat_5,4881,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,2611__repeat_1,2611,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line string', (1, 655))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,2611__repeat_2,2611,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,2611__repeat_3,2611,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,2611__repeat_4,2611,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line string', (1, 4462))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,2611__repeat_5,2611,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,55__repeat_1,55,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,55__repeat_2,55,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,55__repeat_3,55,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,,[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,55__repeat_4,55,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,55__repeat_5,55,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line string', (1, 4093))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,3343__repeat_1,3343,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,3343__repeat_2,3343,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,3343__repeat_3,3343,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,3343__repeat_4,3343,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,,[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,3343__repeat_5,3343,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,4344__repeat_1,4344,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,4344__repeat_2,4344,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,4344__repeat_3,4344,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,4344__repeat_4,4344,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,4344__repeat_5,4344,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,2113__repeat_1,2113,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,2113__repeat_2,2113,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,,[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,2113__repeat_3,2113,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,2113__repeat_4,2113,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,2113__repeat_5,2113,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,64__repeat_1,64,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,,[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,64__repeat_2,64,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,64__repeat_3,64,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,64__repeat_4,64,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,64__repeat_5,64,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,1448__repeat_1,1448,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,1448__repeat_2,1448,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,1448__repeat_3,1448,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,1448__repeat_4,1448,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,1448__repeat_5,1448,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,1725__repeat_1,1725,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,1725__repeat_2,1725,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,1725__repeat_3,1725,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,1725__repeat_4,1725,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line string', (1, 3967))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,1725__repeat_5,1725,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,2195__repeat_1,2195,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,2195__repeat_2,2195,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,2195__repeat_3,2195,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,,[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,2195__repeat_4,2195,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,2195__repeat_5,2195,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,2398__repeat_1,2398,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,,[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,2398__repeat_2,2398,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,2398__repeat_3,2398,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,2398__repeat_4,2398,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,2398__repeat_5,2398,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,,[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,3693__repeat_1,3693,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,3693__repeat_2,3693,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,,[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,3693__repeat_3,3693,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,3693__repeat_4,3693,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,3693__repeat_5,3693,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,,[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,4081__repeat_1,4081,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,4081__repeat_2,4081,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,4081__repeat_3,4081,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,4081__repeat_4,4081,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,4081__repeat_5,4081,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
deepseekcoder,ROME,A,4856__repeat_1,4856,tokenize_ast_plus_parso_full_line_ast_plus_archived_fallback,parse_failure,"TokenError: ('EOF in multi-line statement', (2, 0))",[],[],[],{},[],[],[],[],[],[],1,1,1,1,0,0,0
